FullName,Winery,ScoreAIS,Grapes,Tasting Notes,Pairing,Price,Bottles,Alcohol,Aging
Mauro Sebaste,Barolo Cerretta 2017,,Nebbiolo 100%,"Granato scuro Esprime sentori floreali di violetta e rosa rossa, uniti a profumi di mora, lampone, pesca, gelsi, menta, pepe, liquirizia e tabacco dolce L'ingresso in bocca è leggiadro, il tannino è elegante e lascia molto spazio alla freschezza Lascia dietro di sè una lunga persistenza fruttata",Tagliata di wagyu,50,2,14,Legno 36 mesi
Enrico Serafino,Alta Langa Zero Riserva 2015,,Pinot nero 100%,"Colore paglierino brillante, punteggiato da un perlage finissimo Esala intensi profumi di crosta di pane, piccola pasticceria, fiori bianchi, gelatina di lime, ananas, ribes, miele e note gessose In bocca la cremosità viene contrastata dall'acidità e la lunga persistenza salina invoglia il secondo sorso",Filetto di salmone in crosta,34,15,"12,5",
Enrico Serafino,Barolo Briccolina 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,132,1,"14,5",Legno 28 mesi
Enrico Serafino,Alta Langa Brut Oudeis 2017,,"Pinot nero 85% – Chardonnay 15% Alc.12,5%",,Piatti di pesce,21,80,"12,5",
Sobrero Francesco,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,16,18,14,Acciaio 2 mesi e Legno 12 mesi
Sobrero Francesco,Alta Langa Extra Brut 2017,,"Chardonnay 85% – Pinot nero 15% Alc.12,5%",,Piatti di pesce,20,4,"12,5",
Sobrero Francesco,Langhe Bianco Vii 2018,,Chardonnay 100%,,Piatti di pesce,10,6,"12,5",Acciaio 3 mesi
Sordo Giovanni,Barolo Ravera 2017,,Nebbiolo 100%,"Granato classico Bouquet intenso e complesso, lento ad aprirsi; si rivela con sensazioni fruttate di ciliegia e ribes anche in confettura, contornate da nette note di spezie antiche Il sorso è caratterizzato da lunga e sapida persistenza, tannino misurato e ritorni olfattivi coerenti e appaganti",Stracotto di vitello,37,15,14,Acciaio 6 mesi e Legno 24 mesi
Sordo Giovanni,Barolo Gabutti 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,37,26,"14,5",Acciaio 6 mesi e Legno 24 mesi
Sordo Giovanni,Barolo Perno 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,37,33,"14,5",Acciaio 6 mesi e Legno 24 mesi
Sordo Giovanni,Verduno Pelaverga 2020,,Pelaverga piccolo 100%,,Risotti di terra,17,2,"13,5",Acciaio 4 mesi
Stroppiana,Barolo Bussia Riserva 2015,,Nebbiolo 100%,"Granato fitto Confettura di lampone e tratti ferrigni dominano il primo naso, che poi s'apre su finezze agrumate e balsamiche, d'abetaia Imponente come si conviene a una riserva, riempie il palato con un tannino roccioso, che dà sostanza tattile e una patina gustativa amarognola al succoso finale",Brasato,55,1,15,Legno 36 mesi
Stroppiana,Barolo San Giacomo 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,40,2,"14,5",Legno 24 mesi
Michele Taliano,Barbaresco Montersino Ad Altiora 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,20,3,"14,5",Legno 24 mesi
Tenuta Cucco,Barolo Cerrati Vigna Cucco Riserva 2015,,Nebbiolo 100%,"Abito di un brillante rosso granato Si propone severo e austero con note terragne, corteccia, china, rabarbaro, spezie scure, confettura di more e mirtilli, erbe aromatiche e freschezze balsamiche","Il sorso è ricco e possente, la freschezza regala equilibrio, il tannino è finissimo, la sapidità dissetante",95,3,"15,5",Legno 36 mesi
Tenuta Cucco,Barolo Bricco Voghera 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,70,4,15,Legno 24 mesi
Tenuta Cucco,Barolo Del Comune Di Serralunga 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,55,28,"14,5",Legno 24 mesi
Tenuta Cucco,Langhe Nebbiolo 2020,,Nebbiolo 100%,,Risotti di terra,22,5,"13,5",Acciaio 8 mesi
Tenuta La Meridiana,Monferrato Rosso Rivaia 2017,,Nebbiolo 50% – Merlot 35% – Albarossa 10% – Cabernet sauvignon 5%,,Formaggi stagionati o erborinati,19,5,"14,5",Legno 36 mesi
Tenuta La Meridiana,Piemonte Chardonnay Puntet 2020,,Chardonnay 85% – Cortese 15%,,Piatti di pesce,9,12,"13,5",Acciaio 6 mesi
Tenuta Montemagno,Tm Brut 36,,Barbera 100%,,"Crostacei, molluschi o crudità",29,3,13,
Tenuta Santa Caterina,Monferrato Rosso Illegale 2018,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,18,3,15,Legno 12 mesi
Tenuta Tenaglia,Monferrato Rosso Blu Elixir 2015,,Barbera 34% – Merlot 33% – Syrah 33%,,Carni rosse o selvaggina,50,1,"14,5",Legno 30 mesi
Tenuta Tenaglia,Barbera Del Monferrato Superiore 1930,,Barbera 100%,,Primi piatti di pasta o pasta fresca ripiena,30,3,"14,5",Legno 12 mesi
Tenuta Tenaglia,Grignolino Del Monferrato Casalese 2020,,Grignolino 100%,,Carni bianche o da cortile,11,5,14,Acciaio 6 mesi
Terre Di Sarizzola,Colli Tortonesi Derthona 2019,,Timorasso 100%,,Piatti di pesce,18,4,"13,5",Acciaio 12 mesi
Terre Di Sarizzola,Colli Tortonesi Favorita Mandorli 2020,,Favorita 100%,,Formaggi freschi o a pasta filata,14,4,"13,5",Acciaio 6 mesi
Travaglini,Gattinara 2018,,Nebbiolo 100%,,Carni bianche o da cortile,20,180,"13,5",Acciaio 6 mesi e Legno 36 mesi
Travaglini,Il Sogno 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,55,3,"15,5",Acciaio 4 mesi e Legno 46 mesi
Travaglini,Gattinara Tre Vigne 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,30,23,"13,5",Acciaio 6 mesi e Legno 46 mesi
Vajra,Barolo Bricco Delle Viole 2017,95,Nebbiolo 100%,"Granato con intenso riflesso rubino Esordio decisamente fruttato, giocato su ciliegia fresca, fragola macerata, confettura di lampone e ribes, nobili spezie, pepe bianco e noce moscata; abbonda anche la componente floreale con violetta e iris La bocca è ricca, intensa di sapore decisamente equilibrato e finissima nel tannino",Filetto in crosta,85,12,15,Legno 36 mesi
Vajra,Barolo Coste Di Rose 2017,93,Nebbiolo 100%,,,60,4,14,Legno 30 mesi
Vajra,Barolo Albe 2017,,Nebbiolo 100%,,Risotti di terra,35,27,"14,5",Legno 30 mesi
Eraldo Viberti,Barolo Roncaglie 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,40,3,15,Legno 18 mesi
Eraldo Viberti,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,25,6,15,Acciaio 6 mesi e Legno 18 mesi
Luigi Vico,Barolo Del Comune Di Serralunga 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,38,2,"14,5",Legno 24 mesi
Luigi Vico,Langhe Nebbiolo Ne Bis In Idem 2019,,Nebbiolo 100%,,Formaggi stagionati o erborinati,16,2,"13,5",Legno 8 mesi
Gian Paolo Viglione Generaj,Roero Arneis Bric Varomaldo 2020,,Arneis 100%,,Piatti di pesce,11,20,13,Acciaio 6 mesi
Vigne Marina Coppi,Colli Tortonesi Favorita Marine 2019,,Favorita 100%,,Piatti di pesce,22,2,14,Acciaio 9 mesi
Vigne Marina Coppi,Colli Tortonesi Rosso Lindin 2018,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,22,620,14,Legno 24 mesi
Vigneti Repetto,Colli Tortonesi Timorasso Derthona,,Timorasso 100%,"Paglierino intenso Dopo un'iniziale impennata floreale, timorasseggia giovane ed elegante con note di propoli, cedro, frutta a pasta gialla, erbe di montagna La mineralità, per ora, emerge soprattutto al palato, fresco, avvolgente, con vibrante finale sapido",Sformato al radicchio con fonduta di Montebore,18,20,"13,5",Acciaio 9 mesi
Vigneti Repetto,Colli Tortonesi Monleale Barbera,,Barbera 100%,,Carni bianche o da cortile,34,2,"15,5",Legno 18 mesi
Vigneti Repetto,Colli Tortonesi Timorasso Piccolo,,Timorasso 100%,,Formaggi freschi o a pasta filata,13,10,"12,5",
Vigneti Repetto,Piemonte Rosato Diagonale 2020,,Barbera 70% – Freisa 30%,,Primi piatti di pasta o pasta fresca ripiena,12,5,14,
Villa Sparina,Gavi Del Comune Di Gavi,94,Cortese 100%,"Paglierino con bagliori oro Intensi profumi di ananas maturo, pompelmo rosa, mandarino, pera, poi fiore di camomilla, ginestra, fieno essiccato, propoli, frollino al limone e la tipica scia gessosa Il gusto avvolge la bocca di raffinate sensazioni: freschezza, sapidità e persistenze interminabili",Filetto di branzino con salsa di avocado,36,10,13,Acciaio 12 mesi e Legno 8 mesi
Villa Sparina,Barbera Del Monferrato Superiore,,Barbera 100%,,Carni rosse o selvaggina,36,2,14,Legno 18 mesi
Villa Sparina,Gavi Del Comune Di Gavi Villa Sparina 2020,,Cortese 100%,,Primi piatti di pasta o pasta fresca ripiena,15,260,"12,5",Acciaio 6 mesi
Villa Sparina,Villa Sparina Brut Blanc De Blancs,,Cortese 100%,,"Crostacei, molluschi o crudità",22,50,"12,5",
Villa Sparina,Barbera Del Monferrato 2019,,Barbera 100%,,Carni rosse o selvaggina,15,40,14,Legno 12 mesi
Viticoltori Rodello,Langhe Pinot Nero La Cundina 2019,,Pinot nero 100%,"Tenue rosso rubino, con riflessi vivaci e luminosi Naso raffinato, definito da fragranti profumi di fiori rossi, ribes, fragolina di bosco, lieve incenso, grafite e pepe bianco Il tannino è vellutato, gradevolmente sostenuto da una scoppiettante spalla fresco sapida Di discreta persistenza",Quaglie al forno,22,2,14,Legno 12 mesi
Viticoltori Rodello,Langhe Rosso Vaj 2018,,Barbera 80% – Nebbiolo 20%,,Carni rosse o selvaggina,22,3,14,Legno 12 mesi
Viticoltori Rodello,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,18,7,14,Legno 11 mesi
Voerzio Martini,Barolo 2017,,Nebbiolo 100%,"Granato integro e compatto Passa da note serie e scure ad altre dolci e fresche, in un lungo e piacevole alternarsi: china, rabarbaro, frutti di bosco e fragoline macerati, mentolo, violetta, sottobosco e aghi di pino Il sorso denota freschezza, un tannino decisamente saporito e una buona persistenza",Filetto ai funghi,45,5,14,Legno 30 mesi
Voerzio Martini,Colli Tortonesi Timorasso Derthona 2019,,Timorasso 100%,,Risotti di pesce,30,4,14,Acciaio 10 mesi
Voerzio Martini,Langhe Nebbiolo Ciabot Della Luna 2019,,Nebbiolo 100%,,Risotti di terra,35,6,14,Legno 10 mesi
